EDINET CODE,証券コード,会社名,33業種区分,17業種区分,規模区分
E03051,81740,日本瓦斯株式会社,小売業,小売 ,6
E01534,63600,株式会社東京自働機械製作所,機械,機械 ,
E05361,23780,株式会社ルネサンス,サービス業,情報通信・サービスその他 ,7
E02344,77450,株式会社エー・アンド・デイ,精密機器,電機・精密 ,7
E01437,59840,兼房株式会社,金属製品,建設・資材 ,
E01896,69550,ＦＤＫ株式会社,電気機器,電機・精密 ,
E00542,31100,日東紡績株式会社,ガラス・土石製品,建設・資材 ,6
E04180,90770,名鉄運輸株式会社,,,
E04239,91100,ＮＳユナイテッド海運株式会社,海運業,運輸・物流 ,7
E02254,74080,株式会社ジャムコ,輸送用機器,自動車・輸送機 ,6
E03683,,株式会社沖縄海邦銀行,,,
E03121,81600,株式会社　木曽路,小売業,小売 ,7
E00836,42720,日本化薬株式会社,化学,素材・化学 ,4
E00993,49140,高砂香料工業株式会社,化学,素材・化学 ,7
E01886,69240,岩崎電気株式会社,電気機器,電機・精密 ,7
E02345,66780,株式会社テクノメディカ,電気機器,電機・精密 ,7
E03555,83360,株式会社武蔵野銀行,銀行業,銀行 ,4
E01700,62990,株式会社神鋼環境ソリューション,機械,機械 ,
E02802,74330,伯東株式会社,卸売業,商社・卸売 ,7
E01863,68390,船井電機株式会社,電気機器,電機・精密 ,7
E01673,62730,ＳＭＣ株式会社,機械,機械 ,2
E04290,93240,安田倉庫株式会社,倉庫・運輸関連業,運輸・物流 ,7
E02123,70030,三井造船株式会社,輸送用機器,自動車・輸送機 ,4
E00794,61370,小池酸素工業株式会社,機械,機械 ,
E01651,63470,株式会社プラコー,機械,機械 ,
E27910,77780,株式会社アドメテック,精密機器,電機・精密 ,
E02176,72400,ＮＯＫ株式会社,輸送用機器,自動車・輸送機 ,4
E00308,17300,麻生フオームクリート株式会社,建設業,建設・資材 ,
E00767,40420,東ソー株式会社,化学,素材・化学 ,4
E04098,90140,新京成電鉄株式会社,陸運業,運輸・物流 ,7
E03546,83430,株式会社秋田銀行,銀行業,銀行 ,7
E00457,28970,日清食品ホールディングス株式会社,食料品,食品 ,4
E02173,63560,日本ギア工業株式会社,機械,機械 ,
E03138,98320,株式会社オートバックスセブン,卸売業,商社・卸売 ,4
E01459,78410,株式会社遠藤製作所,その他製品,情報通信・サービスその他 ,
E00117,18470,株式会社　イチケン,建設業,建設・資材 ,7
E02732,98960,ＪＫホールディングス株式会社,卸売業,商社・卸売 ,7
E01425,59390,株式会社大谷工業,金属製品,建設・資材 ,
E00791,41020,丸尾カルシウム株式会社,化学,素材・化学 ,
E25648,21170,日新製糖株式会社,食料品,食品 ,7
E01979,69410,山一電機株式会社,電気機器,電機・精密 ,6
E00343,22930,滝沢ハム株式会社,食料品,食品 ,
E02270,77270,株式会社オーバル,精密機器,電機・精密 ,7
E01239,54710,大同特殊鋼株式会社,鉄鋼,鉄鋼・非鉄 ,4
E01461,34310,宮地エンジニアリンググループ株式会社,金属製品,建設・資材 ,7
E32026,62360,ＮＣホールディングス株式会社,機械,機械 ,7
E00466,28040,ブルドックソース株式会社,食料品,食品 ,
E21261,21810,テンプホールディングス株式会社,サービス業,情報通信・サービスその他 ,4
E03669,85600,株式会社宮崎太陽銀行,,,
E02663,81400,株式会社リョーサン,卸売業,商社・卸売 ,4
E33247,65490,ディーエムソリューションズ株式会社,サービス業,情報通信・サービスその他 ,
E00525,31010,東洋紡株式会社,繊維製品,素材・化学 ,4
E05062,43070,株式会社野村総合研究所,情報・通信業,情報通信・サービスその他 ,4
E01601,64720,NTN株式会社,機械,機械 ,4
E04182,90670,株式会社丸運,陸運業,運輸・物流 ,7
E07846,,森ビル株式会社,,,
E04912,85700,イオンフィナンシャルサービス株式会社,その他金融業,金融（除く銀行） ,4
E00493,29150,ケンコーマヨネーズ株式会社,食料品,食品 ,6
E01669,64580,新晃工業株式会社,機械,機械 ,6
E03908,,大栄不動産株式会社,,,
E01358,59120,ＯＳＪＢホールディングス株式会社,建設業,建設・資材 ,7
E01135,53430,ニッコー株式会社,,,
E01488,61380,ダイジェット工業株式会社,機械,機械 ,7
E02155,72360,株式会社ティラド,輸送用機器,自動車・輸送機 ,7
E04128,,富山地方鉄道株式会社,,,
E01235,54100,合同製鐵株式会社,鉄鋼,鉄鋼・非鉄 ,6
E04287,93060,東陽倉庫株式会社,倉庫・運輸関連業,運輸・物流 ,7
E27633,32890,東急不動産ホールディングス株式会社,不動産業,不動産 ,4
E00820,42040,積水化学工業株式会社,化学,素材・化学 ,4
E02658,81380,三京化成株式会社,卸売業,商社・卸売 ,
E00462,28100,ハウス食品グループ本社株式会社,食料品,食品 ,4
E01774,67540,アンリツ株式会社,電気機器,電機・精密 ,6
E01368,59520,アマテイ株式会社,金属製品,建設・資材 ,
E01132,,深川製磁株式会社,,,
E00191,19360,シーキューブ株式会社,,,
E01197,53870,チヨダウーテ株式会社,ガラス・土石製品,建設・資材 ,
E04243,91190,飯野海運株式会社,海運業,運輸・物流 ,6
E01580,63730,大同工業株式会社,機械,機械 ,7
E05493,24450,エスアールジータカミヤ株式会社,サービス業,情報通信・サービスその他 ,7
E01606,,旭精工株式会社,,,
E01417,59470,リンナイ株式会社,金属製品,建設・資材 ,4
E00112,18350,東鉄工業株式会社,建設業,建設・資材 ,6
E01550,61110,旭精機工業株式会社,,,
E02488,62570,株式会社藤商事,機械,機械 ,
E00043,16050,国際石油開発帝石株式会社,鉱業,エネルギー資源 ,2
E04523,95360,西部瓦斯株式会社,電気・ガス業,電力・ガス ,7
E21514,21790,株式会社成学社,サービス業,情報通信・サービスその他 ,
E01243,54810,山陽特殊製鋼株式会社,鉄鋼,鉄鋼・非鉄 ,6
E03602,83990,株式会社　琉球銀行,銀行業,銀行 ,6
E01750,66220,株式会社ダイヘン,電気機器,電機・精密 ,6
E05192,48490,エン・ジャパン株式会社,サービス業,情報通信・サービスその他 ,
E01684,62860,靜甲株式会社,機械,機械 ,
E01992,69190,ケル株式会社,電気機器,電機・精密 ,
E04389,,南海放送株式会社,,,
E01543,63620,株式会社石井鐵工所,機械,機械 ,7
E01000,42180,ニチバン株式会社,化学,素材・化学 ,7
E04185,90700,トナミホールディングス株式会社,陸運業,運輸・物流 ,7
E00780,40780,堺化学工業株式会社,化学,素材・化学 ,7
E02541,80380,東都水産株式会社,卸売業,商社・卸売 ,7
E00185,19380,日本リーテック株式会社,建設業,建設・資材 ,
E05528,94230,株式会社フォーバル・リアルストレート,情報・通信業,情報通信・サービスその他 ,
E02406,79550,クリナップ株式会社,その他製品,情報通信・サービスその他 ,7
E01118,79380,株式会社リーガルコーポレーション,その他製品,情報通信・サービスその他 ,
E04791,,三井住友ファイナンス＆リース株式会社,,,
E03107,80870,フルサト工業株式会社,卸売業,商社・卸売 ,7
E03695,85180,日本アジア投資株式会社,証券、商品先物取引業,金融（除く銀行） ,7
E00073,19410,株式会社中電工,建設業,建設・資材 ,6
E02893,75970,東京貴宝株式会社,卸売業,商社・卸売 ,
E05231,43190,ＴＡＣ株式会社,サービス業,情報通信・サービスその他 ,7
E02780,99870,株式会社スズケン,卸売業,商社・卸売 ,4
E02889,75930,ＶＴホールディングス株式会社,小売業,小売 ,6
E02947,27330,株式会社あらた,卸売業,商社・卸売 ,7
E01663,63640,北越工業株式会社,機械,機械 ,7
E31624,34170,大木ヘルスケアホールディングス株式会社,卸売業,商社・卸売 ,
E02547,30230,ラサ商事株式会社,卸売業,商社・卸売 ,7
E01305,57530,日本伸銅株式会社,非鉄金属,鉄鋼・非鉄 ,
E00962,45470,キッセイ薬品工業株式会社,医薬品,医薬品 ,4
E04335,93580,株式会社宇徳,倉庫・運輸関連業,運輸・物流 ,7
E03678,85420,株式会社トマト銀行,銀行業,銀行 ,7
E03771,,三菱ＵＦＪ証券ホールディングス株式会社,,,
E00960,45170,ビオフェルミン製薬株式会社,医薬品,医薬品 ,7
E04962,46490,大成株式会社,,,
E01786,67680,株式会社タムラ製作所,電気機器,電機・精密 ,6
E02246,72150,株式会社ファルテック,輸送用機器,自動車・輸送機 ,7
E04650,,株式会社小倉カンツリー倶楽部,,,
E00652,79190,野崎印刷紙業株式会社,その他製品,情報通信・サービスその他 ,
E04551,,株式会社熊本ホテルキャッスル,,,
E02226,72730,株式会社イクヨ,輸送用機器,自動車・輸送機 ,
E02150,72220,日産車体株式会社,輸送用機器,自動車・輸送機 ,4
E02656,81370,サンワテクノス株式会社,卸売業,商社・卸売 ,7
E00173,19600,株式会社サンテック,建設業,建設・資材 ,
E31035,25860,株式会社フルッタフルッタ,食料品,食品 ,
E00551,32090,カネヨウ株式会社,卸売業,商社・卸売 ,
E04478,48380,株式会社スペースシャワーネットワーク,情報・通信業,情報通信・サービスその他 ,
E01290,72490,尾張精機株式会社,,,
E03618,83770,株式会社ほくほくフィナンシャルグループ,銀行業,銀行 ,4
E26443,60600,こころネット株式会社,サービス業,情報通信・サービスその他 ,
E02203,72780,株式会社エクセディ,輸送用機器,自動車・輸送機 ,6
E05669,38410,株式会社ジーダット,情報・通信業,情報通信・サービスその他 ,
E01138,53320,ＴＯＴＯ株式会社,ガラス・土石製品,建設・資材 ,4
E02285,77340,理研計器株式会社,精密機器,電機・精密 ,7
E04323,93110,アサガミ株式会社,倉庫・運輸関連業,運輸・物流 ,
E00568,35280,株式会社プロスペクト,不動産業,不動産 ,
E05617,21210,株式会社ミクシィ,サービス業,情報通信・サービスその他 ,
E02642,81170,中央自動車工業株式会社,卸売業,商社・卸売 ,
E00839,42220,児玉化学工業株式会社,化学,素材・化学 ,
E00386,22210,岩塚製菓株式会社,食料品,食品 ,
E03858,88030,平和不動産株式会社,不動産業,不動産 ,6
E04151,12340,首都圏新都市鉄道株式会社,,,
E02413,79450,コマニー株式会社,その他製品,情報通信・サービスその他 ,
E25686,66250,JALCOホールディングス株式会社,不動産業,不動産 ,
E23582,,株式会社日本政策金融公庫,,,
E02512,80610,西華産業株式会社,卸売業,商社・卸売 ,7
E04317,93220,川西倉庫株式会社,倉庫・運輸関連業,運輸・物流 ,7
E04321,93510,東洋埠頭株式会社,倉庫・運輸関連業,運輸・物流 ,7
E00306,17340,株式会社北弘電社,,,
E02114,66380,株式会社ミマキエンジニアリング,電気機器,電機・精密 ,7
E02119,62560,株式会社ニューフレアテクノロジー,機械,機械 ,
E01630,45430,テルモ株式会社,精密機器,電機・精密 ,4
E01613,63950,株式会社タダノ,機械,機械 ,4
E04661,,美々津観光開発株式会社,,,
E04386,,北陸放送株式会社,,,
E02057,67860,株式会社ＲＶＨ,サービス業,情報通信・サービスその他 ,
E01448,59790,カネソウ株式会社,,,
E02813,74410,株式会社Ｍｉｓｕｍｉ,,,
E04630,,株式会社飯能ゴルフ倶楽部,,,
E00732,78550,カーディナル株式会社,その他製品,情報通信・サービスその他 ,
E04821,85960,株式会社九州リースサービス,その他金融業,金融（除く銀行） ,
E00137,19340,株式会社ユアテック,建設業,建設・資材 ,6
E01200,52790,日本興業株式会社,ガラス・土石製品,建設・資材 ,
E32069,22960,伊藤ハム米久ホールディングス株式会社,食料品,食品 ,6
E04130,,北陸鉄道株式会社,,,
E04195,90630,岡山県貨物運送株式会社,陸運業,運輸・物流 ,
E04125,90520,山陽電気鉄道株式会社,陸運業,運輸・物流 ,7
E04302,,鈴江コーポレーション株式会社,,,
E00484,28140,佐藤食品工業株式会社,食料品,食品 ,
E01499,61400,旭ダイヤモンド工業株式会社,機械,機械 ,6
E01109,51990,不二ラテックス株式会社,ゴム製品,自動車・輸送機 ,
E01620,63430,フリージア・マクロス株式会社,機械,機械 ,
E00631,78220,永大産業株式会社,その他製品,情報通信・サービスその他 ,7
E01940,68460,株式会社中央製作所,,,
E05736,36220,ネットイヤーグループ株式会社,情報・通信業,情報通信・サービスその他 ,
E01708,63150,ＴＯＷＡ株式会社,機械,機械 ,6
E00709,94710,株式会社文溪堂,,,
E02267,77230,愛知時計電機株式会社,精密機器,電機・精密 ,7
E03582,83830,株式会社鳥取銀行,銀行業,銀行 ,7
E00187,97670,日建工学株式会社,サービス業,情報通信・サービスその他 ,
E03721,85150,アイフル株式会社,その他金融業,金融（除く銀行） ,4
E03964,,株式会社宮城県建設会館,,,
E02046,78590,株式会社アルメディオ,その他製品,情報通信・サービスその他 ,
E05739,36260,ＴＩＳ株式会社,情報・通信業,情報通信・サービスその他 ,4
E00682,39530,大村紙業株式会社,パルプ・紙,素材・化学 ,
E00603,81110,株式会社ゴールドウイン,繊維製品,素材・化学 ,6
E02613,,千代田工販株式会社,,,
E02773,35980,山喜株式会社,繊維製品,素材・化学 ,
E05319,23440,平安レイサービス株式会社,サービス業,情報通信・サービスその他 ,
E04517,95330,東邦瓦斯株式会社,電気・ガス業,電力・ガス ,4
E00410,,オリオンビール株式会社,,,
E01331,57420,エヌアイシ・オートテック株式会社,非鉄金属,鉄鋼・非鉄 ,
E04124,,一畑電気鉄道株式会社,,,
E25115,,株式会社　新南愛知,,,
E02625,,東京貿易ホールディングス株式会社,,,
E05677,38420,株式会社ネクストジェン,情報・通信業,情報通信・サービスその他 ,
E00253,,株式会社藤木工務店,,,
E02864,75370,丸文株式会社,卸売業,商社・卸売 ,7
E02501,80070,高島株式会社,卸売業,商社・卸売 ,7
E05201,42880,株式会社アズジェント,情報・通信業,情報通信・サービスその他 ,
E04521,95350,広島ガス株式会社,電気・ガス業,電力・ガス ,7
E01566,,旭産業株式会社,,,
E04895,96280,燦ホールディングス株式会社,サービス業,情報通信・サービスその他 ,7
E02289,77290,株式会社東京精密,精密機器,電機・精密 ,6
E00156,18960,大林道路株式会社,,,
E02740,98200,エムティジェネックス株式会社,不動産業,不動産 ,
E03664,84160,株式会社高知銀行,銀行業,銀行 ,7
E24545,94130,株式会社テレビ東京ホールディングス,情報・通信業,情報通信・サービスその他 ,6
E01918,,日電工業株式会社,,,
E02839,74820,株式会社シモジマ,卸売業,商社・卸売 ,7
E05579,24830,株式会社翻訳センター,サービス業,情報通信・サービスその他 ,
E03596,83920,株式会社大分銀行,銀行業,銀行 ,6
E05354,23740,セントケア・ホールディング株式会社,サービス業,情報通信・サービスその他 ,7
E00099,18460,鈴縫工業株式会社,建設業,建設・資材 ,
E04397,,青森放送株式会社,,,
E04511,95340,北海道瓦斯株式会社,電気・ガス業,電力・ガス ,7
E04208,90580,トランコム株式会社,倉庫・運輸関連業,運輸・物流 ,7
E05228,43160,株式会社ビーマップ,情報・通信業,情報通信・サービスその他 ,
E01351,58200,株式会社三ッ星,非鉄金属,鉄鋼・非鉄 ,
E04155,90170,新潟交通株式会社,陸運業,運輸・物流 ,
E05020,47120,アドアーズ株式会社,サービス業,情報通信・サービスその他 ,
E33016,35590,株式会社ピーバンドットコム,卸売業,商社・卸売 ,
E00316,17200,東急建設株式会社,建設業,建設・資材 ,6
E00974,45530,東和薬品株式会社,医薬品,医薬品 ,6
E05556,33950,株式会社サンマルクホールディングス,小売業,小売 ,6
E03531,83040,株式会社あおぞら銀行,銀行業,銀行 ,4
E02363,79520,株式会社河合楽器製作所,その他製品,情報通信・サービスその他 ,7
E04930,97920,株式会社ニチイ学館,サービス業,情報通信・サービスその他 ,6
E27051,31790,シュッピン株式会社,小売業,小売 ,7
E31979,34650,ケイアイスター不動産株式会社,不動産業,不動産 ,7
E05236,43230,日本システム技術株式会社,情報・通信業,情報通信・サービスその他 ,7
E01811,67720,東京コスモス電機株式会社,電気機器,電機・精密 ,
E05381,23930,株式会社日本ケアサプライ,サービス業,情報通信・サービスその他 ,
E05210,42980,株式会社プロトコーポレーション,情報・通信業,情報通信・サービスその他 ,
E02424,64190,株式会社マースエンジニアリング,機械,機械 ,7
E03977,88770,日本エスリード株式会社,不動産業,不動産 ,7
E03164,98870,株式会社松屋フーズ,小売業,小売 ,7
E04367,,成田国際空港株式会社,,,
E00614,36040,川本産業株式会社,繊維製品,素材・化学 ,
E01628,62460,株式会社テクノスマート,機械,機械 ,
E04980,46670,アイサンテクノロジー株式会社,情報・通信業,情報通信・サービスその他 ,
E02792,74170,株式会社南陽,,,
E02410,64130,理想科学工業株式会社,機械,機械 ,6
E27298,,株式会社桑名カントリー倶楽部,,,
E01733,62580,平田機工株式会社,機械,機械 ,6
E04629,,株式会社桑名カントリー倶楽部六石コース,,,
E02640,98100,日鉄住金物産株式会社,卸売業,商社・卸売 ,6
E33009,65460,フルテック株式会社,サービス業,情報通信・サービスその他 ,
E27530,62480,株式会社横田製作所,機械,機械 ,
E03562,83600,株式会社　山梨中央銀行,銀行業,銀行 ,7
E00121,18260,佐田建設株式会社,建設業,建設・資材 ,7
E01024,42310,タイガースポリマー株式会社,化学,素材・化学 ,7
E04122,,伊予鉄道株式会社,,,
E00149,19690,高砂熱学工業株式会社,建設業,建設・資材 ,6
E05148,37560,株式会社豆蔵ホールディングス,情報・通信業,情報通信・サービスその他 ,7
E03554,83340,株式会社群馬銀行,銀行業,銀行 ,4
E00081,18880,若築建設株式会社,建設業,建設・資材 ,6
E03761,,むさし証券株式会社,,,
E02035,68810,株式会社キョウデン,電気機器,電機・精密 ,
E01161,18710,株式会社ピーエス三菱,建設業,建設・資材 ,7
E00840,41830,三井化学株式会社,化学,素材・化学 ,4
E02578,80590,第一実業株式会社,卸売業,商社・卸売 ,7
E03294,75610,株式会社ハークスレイ,小売業,小売 ,7
E02804,74380,コンドーテック株式会社,卸売業,商社・卸売 ,7
E00028,57140,ＤＯＷＡホールディングス株式会社,非鉄金属,鉄鋼・非鉄 ,4
E04887,96440,株式会社タナベ経営,サービス業,情報通信・サービスその他 ,7
E02252,72240,新明和工業株式会社,輸送用機器,自動車・輸送機 ,6
E02959,27730,株式会社ミューチュアル,機械,機械 ,
E01746,66410,日新電機株式会社,電気機器,電機・精密 ,6
E00812,41150,本州化学工業株式会社,化学,素材・化学 ,
E23741,31310,シンデン・ハイテックス株式会社,卸売業,商社・卸売 ,
E05547,94220,コネクシオ株式会社,情報・通信業,情報通信・サービスその他 ,7
E04742,,ゴールドウイン開発株式会社,,,
E00547,32020,ダイトウボウ株式会社,繊維製品,素材・化学 ,7
E02183,72540,株式会社ユニバンス,輸送用機器,自動車・輸送機 ,
E01221,77460,岡本硝子株式会社,精密機器,電機・精密 ,
E23288,31570,ジューテックホールディングス株式会社,卸売業,商社・卸売 ,7
E01939,68060,ヒロセ電機株式会社,電気機器,電機・精密 ,4
E04236,91040,株式会社　商船三井,海運業,運輸・物流 ,4
E02946,27370,株式会社トーメンデバイス,卸売業,商社・卸売 ,7
E22509,77750,大研医器株式会社,精密機器,電機・精密 ,7
E00982,,株式会社ＬＴＴバイオファーマ,,,
E32408,39370,株式会社ＡＷＳホールディングス,情報・通信業,情報通信・サービスその他 ,
E11661,62380,フリュー株式会社,機械,機械 ,7
E01182,69710,京セラ株式会社,電気機器,電機・精密 ,2
E00720,78750,竹田印刷株式会社,,,
E03128,82820,株式会社ケーズホールディングス,小売業,小売 ,4
E00387,22220,寿スピリッツ株式会社,食料品,食品 ,6
E04775,85850,株式会社オリエントコーポレーション,その他金融業,金融（除く銀行） ,6
E00952,45260,理研ビタミン株式会社,食料品,食品 ,7
E24453,36410,株式会社パピレス,情報・通信業,情報通信・サービスその他 ,
E26712,54130,日新製鋼株式会社,鉄鋼,鉄鋼・非鉄 ,4
E00344,13800,株式会社秋川牧園,水産・農林業,食品 ,
E01506,61460,株式会社ディスコ,機械,機械 ,4
E01740,65040,富士電機株式会社,電気機器,電機・精密 ,4
E26686,71610,株式会社じもとホールディングス,銀行業,銀行 ,7
E31167,31320,マクニカ・富士エレ ホールディングス株式会社,卸売業,商社・卸売 ,6
E05674,38400,パス株式会社,情報・通信業,情報通信・サービスその他 ,
E05239,43260,株式会社インテージホールディングス,情報・通信業,情報通信・サービスその他 ,7
E01878,68410,横河電機株式会社,電気機器,電機・精密 ,4
E26061,49770,新田ゼラチン株式会社,化学,素材・化学 ,7
E01075,81320,シナネンホールディングス株式会社,卸売業,商社・卸売 ,7
E02009,69080,イリソ電子工業株式会社,電気機器,電機・精密 ,6
E01240,54760,日本高周波鋼業株式会社,鉄鋼,鉄鋼・非鉄 ,7
E25206,36460,株式会社駅探,情報・通信業,情報通信・サービスその他 ,
E03997,88970,株式会社タカラレーベン,不動産業,不動産 ,6
E31064,95510,メタウォーター株式会社,電気・ガス業,電力・ガス ,6
E27655,36760,株式会社ハーツユナイテッドグループ,情報・通信業,情報通信・サービスその他 ,7
E04269,91790,川崎近海汽船株式会社,海運業,運輸・物流 ,
E32158,34670,アグレ都市デザイン株式会社,不動産業,不動産 ,
E03932,,株式会社鹿児島県プロパンガス会館,,,
E05309,23310,綜合警備保障株式会社,サービス業,情報通信・サービスその他 ,4
E03762,86220,水戸証券株式会社,証券、商品先物取引業,金融（除く銀行） ,7
E05322,23490,株式会社エヌアイデイ,情報・通信業,情報通信・サービスその他 ,
E05471,37680,リスクモンスター株式会社,情報・通信業,情報通信・サービスその他 ,
E00885,44610,第一工業製薬株式会社,化学,素材・化学 ,6
E04973,46580,日本空調サービス株式会社,サービス業,情報通信・サービスその他 ,7
E03946,88510,アーバンライフ株式会社,不動産業,不動産 ,
E03640,85580,株式会社東和銀行,銀行業,銀行 ,6
E01745,65810,日立工機株式会社,,,
E31970,34640,プロパティエージェント株式会社,不動産業,不動産 ,
E05262,43410,西菱電機株式会社,サービス業,情報通信・サービスその他 ,
E32793,34770,フォーライフ株式会社,不動産業,不動産 ,
E00481,29080,フジッコ株式会社,食料品,食品 ,6
E01225,54010,新日鐵住金株式会社,鉄鋼,鉄鋼・非鉄 ,2
E05393,23980,株式会社ツクイ,サービス業,情報通信・サービスその他 ,6
E00436,28020,味の素株式会社,食料品,食品 ,2
E05523,33900,ＩＮＥＳＴ株式会社,卸売業,商社・卸売 ,
E01464,34370,特殊電極株式会社,金属製品,建設・資材 ,
E00023,57130,住友金属鉱山株式会社,非鉄金属,鉄鋼・非鉄 ,2
E02962,27840,アルフレッサ ホールディングス株式会社,卸売業,商社・卸売 ,4
E00179,18670,株式会社植木組,建設業,建設・資材 ,7
E25386,66260,SEMITEC株式会社,電気機器,電機・精密 ,
E26454,60590,株式会社ウチヤマホールディングス,サービス業,情報通信・サービスその他 ,7
E04190,,東海自動車株式会社,,,
E25811,,株式会社関西ゴルフ倶楽部,,,
E01249,54530,東洋鋼鈑株式会社,鉄鋼,鉄鋼・非鉄 ,7
E03634,85510,株式会社北日本銀行,銀行業,銀行 ,7
E02761,99340,因幡電機産業株式会社,卸売業,商社・卸売 ,6
E05173,48320,ＪＦＥシステムズ株式会社,情報・通信業,情報通信・サービスその他 ,
E03157,98730,日本ＫＦＣホールディングス株式会社,小売業,小売 ,
E01183,79790,株式会社松風,精密機器,電機・精密 ,7
E00201,18690,名工建設株式会社,,,
E01032,79270,ムトー精工株式会社,化学,素材・化学 ,
E05167,48280,東洋ビジネスエンジニアリング株式会社,情報・通信業,情報通信・サービスその他 ,7
E02388,79700,信越ポリマー株式会社,化学,素材・化学 ,6
E27210,31830,ウイン・パートナーズ株式会社,卸売業,商社・卸売 ,7
E03632,85240,株式会社北洋銀行,銀行業,銀行 ,4
E04822,97590,株式会社ＮＳＤ,情報・通信業,情報通信・サービスその他 ,6
E03127,82790,株式会社ヤオコー,小売業,小売 ,6
E00012,13010,株式会社極洋,水産・農林業,食品 ,7
E00873,34020,東レ株式会社,繊維製品,素材・化学 ,2
E01947,68100,日立マクセル株式会社,電気機器,電機・精密 ,6
E05238,88980,株式会社センチュリー21・ジャパン,不動産業,不動産 ,
E00861,79250,前澤化成工業株式会社,化学,素材・化学 ,7
E33011,35610,株式会社力の源ホールディングス,小売業,小売 ,
E04607,96740,花月園観光株式会社,サービス業,情報通信・サービスその他 ,
E05106,47700,図研エルミック株式会社,情報・通信業,情報通信・サービスその他 ,
E01427,59510,ダイニチ工業株式会社,金属製品,建設・資材 ,7
E01537,63320,月島機械株式会社,機械,機械 ,7
E00086,18930,五洋建設株式会社,建設業,建設・資材 ,4
E01865,68260,本多通信工業株式会社,電気機器,電機・精密 ,7
E26707,57030,日本軽金属ホールディングス株式会社,非鉄金属,鉄鋼・非鉄 ,4
E00114,19490,住友電設株式会社,建設業,建設・資材 ,7
E02056,67870,株式会社メイコー,電気機器,電機・精密 ,
E04526,,宮崎瓦斯株式会社,,,
E03225,99900,株式会社サックスバー ホールディングス,小売業,小売 ,6
E01585,63050,日立建機株式会社,機械,機械 ,4
E02251,74040,昭和飛行機工業株式会社,輸送用機器,自動車・輸送機 ,
E05487,37710,株式会社システムリサーチ,情報・通信業,情報通信・サービスその他 ,7
E01401,57810,東邦金属株式会社,非鉄金属,鉄鋼・非鉄 ,
E02874,75590,ジーエフシー株式会社,卸売業,商社・卸売 ,
E01481,61030,オークマ株式会社,機械,機械 ,4
E00356,21090,三井製糖株式会社,食料品,食品 ,6
E01821,68820,株式会社三社電機製作所,電気機器,電機・精密 ,
E02146,72050,日野自動車株式会社,輸送用機器,自動車・輸送機 ,4
E02043,68550,日本電子材料株式会社,電気機器,電機・精密 ,7
E00761,40230,株式会社クレハ,化学,素材・化学 ,6
E00233,19040,大成温調株式会社,建設業,建設・資材 ,
E00784,40920,日本化学工業株式会社,化学,素材・化学 ,7
E02558,74510,三菱食品株式会社,卸売業,商社・卸売 ,6
E01414,64860,イーグル工業株式会社,機械,機械 ,6
E02563,81030,明和産業株式会社,卸売業,商社・卸売 ,7
E03496,30680,株式会社ＷＤＩ,小売業,小売 ,
E01266,54400,共英製鋼株式会社,鉄鋼,鉄鋼・非鉄 ,6
E03416,27800,株式会社コメ兵,小売業,小売 ,
E01879,68450,アズビル株式会社,電気機器,電機・精密 ,4
E01798,68480,東亜ディーケーケー株式会社,電気機器,電機・精密 ,7
E05143,48000,オリコン株式会社,情報・通信業,情報通信・サービスその他 ,
E00107,19610,三機工業株式会社,建設業,建設・資材 ,7
E00093,18140,大末建設株式会社,建設業,建設・資材 ,7
E32425,,エルアンドイーホールディングス株式会社,,,
E00644,38640,三菱製紙株式会社,パルプ・紙,素材・化学 ,7
E03208,99590,アシードホールディングス株式会社,小売業,小売 ,
E02632,74590,株式会社メディパルホールディングス,卸売業,商社・卸売 ,4
E03227,99940,株式会社やまや,小売業,小売 ,7
E04119,,広島観光開発株式会社,,,
E03590,83870,株式会社四国銀行,銀行業,銀行 ,7
E01660,64980,株式会社キッツ,機械,機械 ,6
E00446,28710,株式会社ニチレイ,食料品,食品 ,4
E05283,23170,株式会社システナ,情報・通信業,情報通信・サービスその他 ,6
E00857,79580,天馬株式会社,化学,素材・化学 ,7
E04773,97350,セコム株式会社,サービス業,情報通信・サービスその他 ,2
E05659,38350,ｅＢＡＳＥ株式会社,情報・通信業,情報通信・サービスその他 ,
E02055,67970,名古屋電機工業株式会社,,,
E01413,59300,文化シヤッター株式会社,金属製品,建設・資材 ,6
E04049,89950,株式会社誠建設工業,不動産業,不動産 ,
E01229,54080,株式会社中山製鋼所,鉄鋼,鉄鋼・非鉄 ,7
E04496,38340,株式会社朝日ネット,情報・通信業,情報通信・サービスその他 ,7
E00304,17360,株式会社オーテック,建設業,建設・資材 ,
E00809,41120,保土谷化学工業株式会社,化学,素材・化学 ,6
E01378,59810,東京製綱株式会社,金属製品,建設・資材 ,7
E00178,19160,日成ビルド工業株式会社,建設業,建設・資材 ,6
E02244,,株式会社山田製作所,,,
E00435,28010,キッコーマン株式会社,食料品,食品 ,4
E05665,87710,イー・ギャランティ株式会社,その他金融業,金融（除く銀行） ,7
E30071,60900,ヒューマン・メタボローム・テクノロジーズ株式会社,サービス業,情報通信・サービスその他 ,
E00074,19420,株式会社関電工,建設業,建設・資材 ,6
E01612,63930,油研工業株式会社,機械,機械 ,7
E02812,31530,八洲電機株式会社,卸売業,商社・卸売 ,7
E01353,59010,東洋製罐グループホールディングス株式会社,金属製品,建設・資材 ,4
